,route_prediction,perf_prediction,diff_altitude,geo_distance,userid,workoutid,heart_rate_avg,speed_avg,elapsed_time
0,1,2,0.0312708206475,-0.0706744119525,745030,21848704,156.000000000000000000,13.146899003200000000,2525
1,1,2,-0.018446508795,-0.0311101078987,114073,33675191,168.000000000000000000,14.060334831200000000,2529
2,1,1,0.204673305154,-0.087463401258,324779,60963533,155.061000000000000000,9.609221305400000000,3584
3,1,1,0.129368275404,-0.159147128463,174288,88891248,144.875000000000000000,5.205797382100000000,3163
4,1,2,-0.0270441453904,0.0249356981367,2255761,100089344,151.000000000000000000,10.962511441700000000,3606
5,1,2,0.0335026010871,-0.025507915765,4007546,217545028,148.947000000000000000,10.807347734600000000,3397
6,1,1,-0.00686189718544,-0.143631085753,6514349,308660337,144.000000000000000000,8.533444554500000000,2879
7,1,1,0.0518861077726,-0.134733870625,9286593,344148503,119.671000000000000000,9.632731827200000000,2469
8,1,2,0.0138249080628,-0.0287254042923,1601558,385182528,150.000000000000000000,11.404743230800000000,3163
9,1,1,0.106663249433,-0.127140104771,4752000,400752045,139.000000000000000000,8.960824536000000000,3199
10,1,1,0.02038413845,-0.100062213838,3630588,449594524,149.000000000000000000,9.046539744200000000,3246
11,1,2,-0.0124120153487,-0.0591285340488,13469928,465214054,146.000000000000000000,11.038296649000000000,2783
12,1,1,-0.0189712457359,0.00312753720209,3702346,482380491,149.000000000000000000,10.170138120900000000,4118
13,1,1,0.0113021265715,0.0629620179534,4584909,504521194,136.000000000000000000,10.071567951300000000,5206
14,1,2,0.188401356339,0.0110809598118,11314348,574483837,158.000000000000000000,11.371189917100000000,4574
15,1,2,0.0602440796793,0.0491813346744,4584909,611569108,136.000000000000000000,10.931604265200000000,4024
16,1,0,0.0304752625525,-0.102574408054,6796415,633435205,0E-18,12.693252939300000000,2297
17,1,2,-0.013925684616,0.013123491779,6873187,639793974,156.000000000000000000,11.587798437300000000,4972
18,1,2,0.0915265679359,0.0110917938873,745030,639959606,158.122000000000000000,15.591165006500000000,2324
19,1,0,-0.0235122516751,-0.0124070057645,885462,644276310,0E-18,12.464934239300000000,3033
20,1,0,-0.0219985842705,-0.0362351313233,7716949,170837240,0E-18,11.610286283800000000,3772
21,1,2,0.107167810202,-0.121619276702,8535425,186577669,144.061000000000000000,11.375765529400000000,3275
22,1,2,0.157623425126,-0.0236497316509,1956196,246998652,157.038000000000000000,13.161181164500000000,2451
23,1,2,0.0470347963274,0.0147817535326,6724449,252755647,157.105000000000000000,10.833080660200000000,4499
24,1,2,0.0107975704595,-0.0809870883822,751448,268266492,177.000000000000000000,10.822998872600000000,2794
25,1,2,0.0763898789883,-0.0377049706876,7404960,281805330,167.814000000000000000,11.230560532200000000,3354
26,1,2,-0.0164484661072,-0.141912311316,96628,318819035,139.217000000000000000,12.154613045200000000,1676
27,1,2,0.00877934508026,0.0546253658831,8662931,321054892,150.290000000000000000,13.151817905800000000,4192
28,1,1,-0.0013117789058,-0.152862906456,7780362,328309791,143.868000000000000000,9.957043002900000000,2365
29,1,2,0.000201889750315,0.0493908151984,1675394,339421266,138.280000000000000000,10.639897139800000000,5128
30,1,2,0.00338059384376,-0.131681755185,10367164,378314482,140.580000000000000000,10.922556013700000000,2801
31,1,1,-0.014430240728,-0.0687386244535,6514349,387661522,155.000000000000000000,8.417235291300000000,4612
32,1,2,-0.0467218384147,0.0399917773902,3558042,402186695,145.553000000000000000,11.376356611400000000,3725
